The document id, The normalized weight of the word in the document
159.html, 0.039
162.html, 0.099
181.html, 0.007
221.html, 0.101
230.html, 0.045
234.html, 0.012
235.html, 0.019
240.html, 0.012
249.html, 0.009
251.html, 0.028
280.html, 0.028
282.html, 0.008
298.html, 0.014
303.html, 0.009
304.html, 0.017
309.html, 0.009
323.html, 0.031
326.html, 0.017
333.html, 0.008
334.html, 0.021
339.html, 0.009
344.html, 0.004
345.html, 0.004
348.html, 0.009
363.html, 0.005
365.html, 0.008
378.html, 0.027
379.html, 0.041
380.html, 0.037
381.html, 0.032
382.html, 0.012
383.html, 0.020
384.html, 0.020
385.html, 0.043
388.html, 0.017
391.html, 0.044
392.html, 0.028
393.html, 0.028
397.html, 0.027
419.html, 0.032
423.html, 0.024
426.html, 0.029
445.html, 0.046
453.html, 0.038
484.html, 0.878
492.html, 0.729
498.html, 0.400
007.html, 0.062
027.html, 0.160
099.html, 0.381
222.html, 0.118
342.html, 0.025
379.html, 0.362
380.html, 0.147
382.html, 0.068
389.html, 0.090
428.html, 0.244
307.html, 0.538
429.html, 1.164
367.html, 0.980
050.html, 1.441
325.html, 0.921
114.html, 1.506
436.html, 0.047
371.html, 0.312
002.html, 0.040
069.html, 1.863
269.html, 0.040
322.html, 0.124
355.html, 0.014
359.html, 0.013
364.html, 0.011
401.html, 0.065
403.html, 0.064
405.html, 0.064
407.html, 0.063
410.html, 0.064
412.html, 0.064
414.html, 0.064
416.html, 0.064
418.html, 0.064
422.html, 0.190
424.html, 0.191
340.html, 0.259
360.html, 0.236
002.html, 0.022
004.html, 0.186
007.html, 0.019
012.html, 0.346
019.html, 0.015
021.html, 0.130
022.html, 0.029
027.html, 0.016
037.html, 0.109
043.html, 0.006
050.html, 0.044
055.html, 0.148
066.html, 0.155
070.html, 0.104
082.html, 0.036
085.html, 0.147
101.html, 0.040
137.html, 0.021
141.html, 0.056
225.html, 0.234
249.html, 0.016
252.html, 0.032
299.html, 0.080
301.html, 0.034
375.html, 0.008
380.html, 0.022
388.html, 0.030
389.html, 0.055
393.html, 0.025
394.html, 0.032
408.html, 0.053
427.html, 0.049
428.html, 0.148
007.html, 0.310
043.html, 0.100
101.html, 0.445
389.html, 0.302
391.html, 0.434
435.html, 0.073
043.html, 0.201
433.html, 0.061
002.html, 0.024
019.html, 0.017
021.html, 0.143
027.html, 0.142
029.html, 0.037
037.html, 0.080
042.html, 0.138
043.html, 0.007
050.html, 0.048
066.html, 0.043
086.html, 0.227
181.html, 0.015
223.html, 0.047
240.html, 0.023
255.html, 0.155
292.html, 0.027
298.html, 0.013
301.html, 0.037
304.html, 0.016
311.html, 0.035
333.html, 0.030
334.html, 0.041
378.html, 0.053
379.html, 0.040
381.html, 0.021
382.html, 0.045
389.html, 0.090
392.html, 0.028
393.html, 0.056
445.html, 0.045
226.html, 0.175
409.html, 0.311
411.html, 0.320
413.html, 0.320
415.html, 0.309
417.html, 0.309
417.html, 0.309
419.html, 0.339
422.html, 0.311
424.html, 0.313
426.html, 0.306
433.html, 0.061
435.html, 0.073
029.html, 0.471
047.html, 0.268
077.html, 4.227
101.html, 0.191
124.html, 0.642
206.html, 0.836
361.html, 0.035
003.html, 3.245
011.html, 0.160
037.html, 0.478
124.html, 0.449
131.html, 0.662
137.html, 0.069
146.html, 0.105
156.html, 0.085
318.html, 0.165
319.html, 0.340
007.html, 1.242
358.html, 0.258
299.html, 0.219
301.html, 0.070
303.html, 0.033
307.html, 0.034
330.html, 0.125
460.html, 0.242
461.html, 0.155
462.html, 0.285
465.html, 0.180
466.html, 0.146
475.html, 0.411
476.html, 0.160
479.html, 0.203
480.html, 0.491
492.html, 0.068
498.html, 0.150
437.html, 0.086
270.html, 3.768
304.html, 0.494
028.html, 0.406
052.html, 0.665
119.html, 0.285
388.html, 0.248
383.html, 0.578
346.html, 0.228
344.html, 0.250
298.html, 1.617
309.html, 0.507
119.html, 1.138
433.html, 0.020
434.html, 0.024
435.html, 0.024
337.html, 0.042
338.html, 0.010
339.html, 0.012
342.html, 0.011
345.html, 0.012
347.html, 0.013
348.html, 0.012
353.html, 0.029
355.html, 0.034
360.html, 0.011
361.html, 0.011
362.html, 0.014
363.html, 0.013
364.html, 0.018
365.html, 0.010
368.html, 0.013
369.html, 0.011
370.html, 0.010
371.html, 0.014
372.html, 0.037
373.html, 0.011
376.html, 0.011
364.html, 0.194
361.html, 0.489
436.html, 0.047
437.html, 0.043
325.html, 0.461
354.html, 0.128
345.html, 0.259
433.html, 0.012
434.html, 0.029
435.html, 0.044
436.html, 0.019
437.html, 0.035
433.html, 0.061
112.html, 1.148
152.html, 0.180
361.html, 0.082
436.html, 0.093
043.html, 0.678
099.html, 0.953
243.html, 0.333
433.html, 0.008
434.html, 0.009
435.html, 0.009
436.html, 0.012
437.html, 0.011
361.html, 0.245
009.html, 0.357
317.html, 0.845
322.html, 0.890
323.html, 0.363
329.html, 0.330
112.html, 1.723
322.html, 1.113
007.html, 0.108
019.html, 0.011
027.html, 0.046
040.html, 0.071
043.html, 0.017
062.html, 0.105
080.html, 0.296
122.html, 0.107
146.html, 0.069
154.html, 0.037
166.html, 0.072
173.html, 0.228
176.html, 1.215
179.html, 0.016
183.html, 0.219
193.html, 0.192
203.html, 0.233
213.html, 0.105
222.html, 0.026
225.html, 0.168
233.html, 0.049
234.html, 0.016
243.html, 0.043
244.html, 0.023
252.html, 0.023
279.html, 0.013
299.html, 0.019
303.html, 0.011
308.html, 0.016
314.html, 0.157
317.html, 0.092
321.html, 0.053
338.html, 0.005
346.html, 0.005
349.html, 0.011
351.html, 0.004
355.html, 0.011
358.html, 0.006
377.html, 0.006
378.html, 0.034
382.html, 0.030
385.html, 0.019
388.html, 0.022
389.html, 0.020
390.html, 0.030
395.html, 0.028
348.html, 0.255
234.html, 0.733
005.html, 0.102
433.html, 0.010
434.html, 0.012
435.html, 0.012
436.html, 0.016
437.html, 0.014
251.html, 1.633
251.html, 0.544
281.html, 0.274
304.html, 0.165
137.html, 2.059
376.html, 0.243
067.html, 0.724
282.html, 0.197
285.html, 0.610
287.html, 0.186
331.html, 0.128
365.html, 0.229
351.html, 0.197
139.html, 3.245
445.html, 1.359
299.html, 0.875
299.html, 0.437
310.html, 0.492
433.html, 0.061
233.html, 0.374
236.html, 0.764
286.html, 0.197
287.html, 0.155
334.html, 1.227
460.html, 0.645
303.html, 0.263
307.html, 0.538
433.html, 0.037
434.html, 0.029
435.html, 0.044
436.html, 0.037
437.html, 0.035
471.html, 11.432
451.html, 49.073
450.html, 5.988
483.html, 9.673
005.html, 0.307
058.html, 1.123
249.html, 0.173
281.html, 0.274
282.html, 0.164
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
434.html, 0.018
435.html, 0.018
436.html, 0.023
437.html, 0.022
461.html, 2.484
007.html, 0.233
015.html, 0.241
024.html, 2.096
040.html, 3.082
056.html, 3.493
067.html, 0.302
072.html, 5.240
080.html, 0.944
089.html, 0.437
096.html, 0.648
139.html, 0.135
168.html, 0.313
188.html, 1.040
198.html, 0.225
208.html, 0.137
211.html, 0.524
218.html, 0.265
303.html, 0.197
304.html, 0.021
307.html, 0.022
308.html, 0.093
310.html, 0.041
328.html, 0.089
357.html, 0.024
437.html, 0.086
341.html, 0.133
374.html, 0.176
338.html, 0.221
355.html, 0.247
298.html, 0.404
336.html, 1.098
043.html, 0.201
433.html, 0.061
433.html, 0.012
434.html, 0.029
435.html, 0.029
436.html, 0.019
437.html, 0.017
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.061
370.html, 0.224
349.html, 0.485
338.html, 0.221
361.html, 0.245
347.html, 0.276
434.html, 0.036
435.html, 0.073
362.html, 0.310
365.html, 0.229
370.html, 0.224
433.html, 0.061
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
362.html, 0.310
351.html, 0.049
355.html, 0.124
433.html, 0.031
435.html, 0.018
434.html, 0.036
435.html, 0.037
001.html, 0.225
416.html, 0.229
418.html, 0.229
421.html, 0.226
425.html, 0.227
398.html, 0.197
401.html, 0.194
403.html, 0.191
405.html, 0.191
429.html, 0.194
431.html, 0.191
433.html, 0.012
434.html, 0.029
435.html, 0.044
436.html, 0.019
437.html, 0.017
473.html, 5.527
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
437.html, 0.086
457.html, 1.014
462.html, 0.095
465.html, 0.359
474.html, 0.577
475.html, 0.411
478.html, 0.767
487.html, 1.367
490.html, 1.462
454.html, 0.404
466.html, 0.334
472.html, 1.529
473.html, 0.790
475.html, 0.470
476.html, 0.365
484.html, 1.129
018.html, 1.233
043.html, 0.067
207.html, 0.658
298.html, 0.202
304.html, 0.082
383.html, 0.096
298.html, 0.081
303.html, 0.105
304.html, 0.197
310.html, 0.197
389.html, 0.181
005.html, 0.307
309.html, 0.253
009.html, 0.099
043.html, 0.022
066.html, 0.142
174.html, 0.335
230.html, 0.296
360.html, 0.053
385.html, 0.095
434.html, 0.008
436.html, 0.010
007.html, 0.010
012.html, 0.191
019.html, 0.042
022.html, 0.097
027.html, 0.018
030.html, 0.148
031.html, 0.127
043.html, 0.040
054.html, 0.176
060.html, 0.053
064.html, 0.032
075.html, 0.063
087.html, 0.242
089.html, 0.087
094.html, 0.221
103.html, 0.096
109.html, 0.082
116.html, 0.112
117.html, 0.133
123.html, 0.106
128.html, 0.578
129.html, 0.076
133.html, 0.113
135.html, 0.168
137.html, 0.011
140.html, 0.381
141.html, 0.031
145.html, 0.066
160.html, 0.138
167.html, 0.140
169.html, 0.140
171.html, 0.322
177.html, 0.184
178.html, 0.137
205.html, 0.357
208.html, 0.055
212.html, 0.762
218.html, 0.106
223.html, 0.118
228.html, 0.131
231.html, 0.798
249.html, 0.009
258.html, 0.017
260.html, 0.013
282.html, 0.008
302.html, 0.043
326.html, 0.017
337.html, 0.008
346.html, 0.004
353.html, 0.010
376.html, 0.004
377.html, 0.004
390.html, 0.012
392.html, 0.014
394.html, 0.018
397.html, 0.013
423.html, 0.023
434.html, 0.001
436.html, 0.002
501.html, 0.030
043.html, 0.201
376.html, 0.243
007.html, 0.103
019.html, 0.051
022.html, 0.322
027.html, 0.107
039.html, 0.430
043.html, 0.033
044.html, 0.073
054.html, 0.176
056.html, 0.699
064.html, 0.064
085.html, 0.161
087.html, 0.194
103.html, 0.385
104.html, 0.168
133.html, 0.075
156.html, 0.028
160.html, 0.092
162.html, 0.195
166.html, 0.111
199.html, 0.113
205.html, 0.285
215.html, 0.092
229.html, 0.122
258.html, 0.034
353.html, 0.031
397.html, 0.026
433.html, 0.002
434.html, 0.002
435.html, 0.002
501.html, 0.120
181.html, 0.437
345.html, 0.259
067.html, 3.619
076.html, 0.375
118.html, 0.264
145.html, 0.990
223.html, 0.177
281.html, 0.205
282.html, 0.123
385.html, 0.107
388.html, 0.124
007.html, 1.552
137.html, 0.686
461.html, 0.310
462.html, 0.190
468.html, 0.623
479.html, 0.811
292.html, 0.807
104.html, 0.838
108.html, 0.873
138.html, 0.855
143.html, 1.048
188.html, 0.595
243.html, 0.111
009.html, 0.016
016.html, 0.117
019.html, 0.009
043.html, 0.007
066.html, 0.023
098.html, 0.067
101.html, 0.024
161.html, 0.078
179.html, 0.026
184.html, 0.066
189.html, 0.032
207.html, 0.035
233.html, 0.040
235.html, 0.079
236.html, 0.055
237.html, 0.036
240.html, 0.012
243.html, 0.036
249.html, 0.019
251.html, 0.029
252.html, 0.019
258.html, 0.037
269.html, 0.026
280.html, 0.102
282.html, 0.009
284.html, 0.022
286.html, 0.042
287.html, 0.066
289.html, 0.017
290.html, 0.025
298.html, 0.007
301.html, 0.020
313.html, 0.031
323.html, 0.016
332.html, 0.071
334.html, 0.044
339.html, 0.005
344.html, 0.004
345.html, 0.005
351.html, 0.004
353.html, 0.006
358.html, 0.005
360.html, 0.004
361.html, 0.013
364.html, 0.007
365.html, 0.004
375.html, 0.009
376.html, 0.004
378.html, 0.028
380.html, 0.026
382.html, 0.037
383.html, 0.010
385.html, 0.015
392.html, 0.015
394.html, 0.019
397.html, 0.028
316.html, 4.374
152.html, 0.090
433.html, 0.205
434.html, 0.133
435.html, 0.147
436.html, 0.140
437.html, 0.158
433.html, 0.111
434.html, 0.087
435.html, 0.044
436.html, 0.037
437.html, 0.104
433.html, 0.061
434.html, 0.048
435.html, 0.073
043.html, 0.201
342.html, 0.246
353.html, 0.157
382.html, 0.341
028.html, 0.162
066.html, 0.128
103.html, 0.578
208.html, 0.329
289.html, 0.145
303.html, 0.053
329.html, 0.165
348.html, 0.025
382.html, 0.068
392.html, 0.083
234.html, 0.183
284.html, 0.313
322.html, 0.556
333.html, 0.113
181.html, 0.146
278.html, 0.576
370.html, 0.075
007.html, 0.019
009.html, 0.028
034.html, 0.042
037.html, 0.037
040.html, 0.103
043.html, 0.013
047.html, 0.117
066.html, 0.040
075.html, 0.236
076.html, 0.031
086.html, 0.106
153.html, 5.240
166.html, 0.104
179.html, 0.115
197.html, 0.048
244.html, 0.034
262.html, 0.073
264.html, 0.058
274.html, 0.058
281.html, 0.026
316.html, 0.068
338.html, 0.007
375.html, 0.008
389.html, 0.057
390.html, 0.022
391.html, 0.041
453.html, 0.069
499.html, 2.341
500.html, 1.318
501.html, 0.789
502.html, 1.497
503.html, 2.418
190.html, 11.178
034.html, 0.542
037.html, 0.239
038.html, 0.578
050.html, 0.288
189.html, 0.182
047.html, 1.877
434.html, 0.036
435.html, 0.037
433.html, 0.015
434.html, 0.018
435.html, 0.018
437.html, 0.022
433.html, 0.020
436.html, 0.031
437.html, 0.029
433.html, 0.012
434.html, 0.029
435.html, 0.015
436.html, 0.019
437.html, 0.017
435.html, 0.073
434.html, 0.073
433.html, 0.031
437.html, 0.043
353.html, 0.314
435.html, 0.024
436.html, 0.031
437.html, 0.029
005.html, 0.102
433.html, 0.010
434.html, 0.012
435.html, 0.012
436.html, 0.016
437.html, 0.014
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
445.html, 1.359
433.html, 0.041
434.html, 0.024
436.html, 0.031
408.html, 0.586
425.html, 0.378
427.html, 0.544
043.html, 0.201
347.html, 0.276
355.html, 0.247
348.html, 0.255
346.html, 0.456
433.html, 0.061
282.html, 0.985
282.html, 0.493
433.html, 0.061
001.html, 0.161
412.html, 0.166
414.html, 0.164
416.html, 0.163
418.html, 0.164
421.html, 0.161
425.html, 0.162
433.html, 0.061
260.html, 1.574
010.html, 3.422
306.html, 1.198
311.html, 0.528
001.html, 0.102
403.html, 0.104
405.html, 0.104
407.html, 0.103
410.html, 0.105
412.html, 0.105
414.html, 0.104
416.html, 0.104
418.html, 0.104
421.html, 0.103
425.html, 0.103
323.html, 0.906
377.html, 0.253
375.html, 0.256
234.html, 0.052
256.html, 0.101
277.html, 0.153
279.html, 0.042
281.html, 0.117
284.html, 0.089
285.html, 0.109
300.html, 0.644
307.html, 0.154
309.html, 0.072
321.html, 0.174
325.html, 0.066
328.html, 0.152
333.html, 0.032
298.html, 0.081
304.html, 0.099
309.html, 0.101
310.html, 0.394
322.html, 0.445
144.html, 5.849
181.html, 0.437
168.html, 2.502
189.html, 0.303
437.html, 0.029
114.html, 0.753
433.html, 0.015
436.html, 0.023
437.html, 0.022
043.html, 0.201
119.html, 0.379
359.html, 0.081
075.html, 3.782
433.html, 0.020
434.html, 0.024
437.html, 0.029
076.html, 0.167
126.html, 0.931
156.html, 0.142
249.html, 0.087
252.html, 0.175
386.html, 0.255
240.html, 0.064
243.html, 0.060
244.html, 0.294
258.html, 0.187
272.html, 0.184
292.html, 0.073
381.html, 0.114
382.html, 0.062
384.html, 0.106
392.html, 0.150
397.html, 0.142
281.html, 0.822
010.html, 0.137
066.html, 0.051
076.html, 0.200
085.html, 0.193
095.html, 0.118
118.html, 0.028
136.html, 0.132
141.html, 0.297
152.html, 0.022
199.html, 0.135
220.html, 0.366
240.html, 0.028
249.html, 0.125
252.html, 0.252
254.html, 0.563
255.html, 0.373
256.html, 0.282
260.html, 0.031
266.html, 0.046
269.html, 0.261
270.html, 0.075
295.html, 0.067
315.html, 0.046
382.html, 0.082
383.html, 0.023
380.html, 0.736
050.html, 0.360
074.html, 0.556
260.html, 0.197
264.html, 0.467
233.html, 0.561
359.html, 0.121
249.html, 0.519
325.html, 0.461
326.html, 1.018
446.html, 1.655
075.html, 1.891
189.html, 0.908
376.html, 0.243
435.html, 0.073
433.html, 0.020
434.html, 0.024
435.html, 0.024
433.html, 0.020
434.html, 0.024
435.html, 0.024
276.html, 1.206
365.html, 0.229
433.html, 0.031
437.html, 0.043
204.html, 4.615
433.html, 0.061
433.html, 0.031
435.html, 0.037
398.html, 0.197
401.html, 0.194
403.html, 0.191
405.html, 0.191
429.html, 0.194
431.html, 0.191
433.html, 0.061
019.html, 0.254
022.html, 0.483
022.html, 1.931
339.html, 0.263
437.html, 0.086
043.html, 0.022
118.html, 0.078
242.html, 0.148
310.html, 0.109
433.html, 0.007
434.html, 0.016
435.html, 0.016
436.html, 0.010
437.html, 0.010
433.html, 0.020
434.html, 0.024
435.html, 0.024
181.html, 0.437
433.html, 0.061
436.html, 0.093
436.html, 0.093
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
215.html, 1.382
311.html, 0.528
433.html, 0.020
434.html, 0.024
435.html, 0.024
433.html, 0.031
437.html, 0.043
433.html, 0.012
434.html, 0.029
435.html, 0.015
436.html, 0.019
437.html, 0.017
005.html, 0.307
437.html, 0.043
433.html, 0.012
434.html, 0.015
435.html, 0.029
436.html, 0.019
437.html, 0.035
181.html, 0.437
433.html, 0.015
434.html, 0.018
436.html, 0.023
437.html, 0.022
047.html, 1.877
036.html, 4.123
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
342.html, 0.246
152.html, 0.240
398.html, 0.131
401.html, 0.129
403.html, 0.127
405.html, 0.128
407.html, 0.126
410.html, 0.128
429.html, 0.129
431.html, 0.128
364.html, 0.774
043.html, 0.201
043.html, 0.402
147.html, 1.120
360.html, 0.236
364.html, 0.194
222.html, 0.296
361.html, 0.061
364.html, 0.048
385.html, 0.213
311.html, 1.057
007.html, 0.621
366.html, 1.313
023.html, 25.150
344.html, 0.083
368.html, 0.093
500.html, 1.004
156.html, 0.854
001.html, 0.225
416.html, 0.229
418.html, 0.229
421.html, 0.226
425.html, 0.227
001.html, 0.161
009.html, 0.511
207.html, 0.282
281.html, 0.117
282.html, 0.070
421.html, 0.161
425.html, 0.324
242.html, 0.334
281.html, 0.308
284.html, 1.877
285.html, 0.191
301.html, 0.279
307.html, 0.067
322.html, 0.278
328.html, 0.133
276.html, 0.134
277.html, 0.119
279.html, 0.065
281.html, 0.365
284.html, 3.615
285.html, 0.339
298.html, 0.135
301.html, 0.497
331.html, 0.214
161.html, 0.363
281.html, 0.411
282.html, 0.246
284.html, 2.085
301.html, 0.186
365.html, 0.038
359.html, 0.242
345.html, 0.259
351.html, 0.197
233.html, 1.123
034.html, 2.712
355.html, 0.247
340.html, 0.129
351.html, 0.098
345.html, 0.259
307.html, 0.538
433.html, 0.197
434.html, 0.189
435.html, 0.191
436.html, 0.224
437.html, 0.294
080.html, 1.511
433.html, 0.020
434.html, 0.024
437.html, 0.086
340.html, 0.259
437.html, 0.043
019.html, 0.254
363.html, 0.139
191.html, 19.346
433.html, 0.031
436.html, 0.047
095.html, 2.942
434.html, 0.036
435.html, 0.037
433.html, 0.020
435.html, 0.024
436.html, 0.031
435.html, 0.037
437.html, 0.043
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
034.html, 1.356
050.html, 0.721
034.html, 2.712
050.html, 0.721
034.html, 0.678
050.html, 0.721
009.html, 0.893
043.html, 0.100
343.html, 0.161
148.html, 91.455
119.html, 1.138
070.html, 6.844
064.html, 0.645
179.html, 0.492
359.html, 0.081
423.html, 1.393
007.html, 0.044
019.html, 0.073
029.html, 0.078
034.html, 0.097
064.html, 0.138
101.html, 0.095
179.html, 0.105
303.html, 0.075
359.html, 0.017
361.html, 0.017
363.html, 0.020
369.html, 0.017
385.html, 0.061
389.html, 0.065
434.html, 0.073
004.html, 2.045
027.html, 0.178
058.html, 0.749
137.html, 0.343
147.html, 0.560
005.html, 0.613
433.html, 0.328
434.html, 0.411
435.html, 0.355
436.html, 0.482
437.html, 0.461
339.html, 0.263
070.html, 3.422
376.html, 0.243
433.html, 0.020
434.html, 0.024
435.html, 0.024
377.html, 0.127
392.html, 0.414
189.html, 0.908
433.html, 0.041
434.html, 0.024
437.html, 0.058
022.html, 0.965
034.html, 1.356
433.html, 0.061
433.html, 0.061
381.html, 0.209
392.html, 0.276
397.html, 0.261
433.html, 0.015
435.html, 0.018
436.html, 0.023
437.html, 0.022
022.html, 0.965
434.html, 0.073
001.html, 0.375
421.html, 0.376
425.html, 0.378
019.html, 0.102
044.html, 0.439
344.html, 0.050
364.html, 0.039
369.html, 0.048
340.html, 0.647
369.html, 0.119
433.html, 0.092
434.html, 0.073
437.html, 0.086
119.html, 1.138
349.html, 0.485
362.html, 0.310
226.html, 1.920
433.html, 0.061
011.html, 0.798
088.html, 3.105
178.html, 8.246
447.html, 5.953
090.html, 38.692
223.html, 0.708
349.html, 0.242
338.html, 0.055
348.html, 0.064
351.html, 0.049
376.html, 0.061
019.html, 0.508
040.html, 3.288
238.html, 1.338
335.html, 0.683
338.html, 0.035
339.html, 0.105
340.html, 0.062
342.html, 0.020
345.html, 0.052
346.html, 0.018
347.html, 0.044
348.html, 0.041
349.html, 0.039
351.html, 0.039
353.html, 0.038
355.html, 0.030
359.html, 0.039
360.html, 0.009
361.html, 0.029
362.html, 0.025
364.html, 0.062
368.html, 0.011
369.html, 0.048
375.html, 0.051
376.html, 0.039
433.html, 0.002
434.html, 0.003
435.html, 0.003
437.html, 0.003
338.html, 0.023
339.html, 0.097
340.html, 0.082
342.html, 0.013
344.html, 0.079
346.html, 0.024
347.html, 0.015
348.html, 0.027
349.html, 0.077
351.html, 0.021
359.html, 0.051
360.html, 0.012
361.html, 0.039
362.html, 0.082
364.html, 0.031
365.html, 0.036
369.html, 0.075
375.html, 0.054
376.html, 0.038
339.html, 0.263
338.html, 0.049
340.html, 0.029
364.html, 0.022
375.html, 0.028
433.html, 0.007
434.html, 0.008
